ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,MntTotal,TotalPurchases,TotalCampaignsAccepted,Customer_Tenure_Days,Family_Size,Has_Children,RFM_Segment,KMeans_Cluster
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,48,1371,23,1,780,2,1,Champions,Affluent Regulars
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,73,9,1,557,3,1,Lost,Budget Families
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,39,120,11,0,865,3,1,Lost,Budget Families
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,44,81,5,2,653,1,0,Lost,Budget Families
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,37,5,0,731,2,1,Lost,Budget Families
1729,1961,PhD,In_Couple,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,53,1377,20,0,455,3,1,Champions,Affluent Regulars
1517,1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,51,5,0,565,2,1,Lost,Budget Families
2098,1969,PhD,In_Couple,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,17,4,0,722,4,1,Lost,Budget Families
9543,1985,Graduation,In_Couple,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,22,4,0,412,3,1,Lost,Budget Families
6878,1954,Graduation,Single,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,60,324,14,0,749,1,0,Lost,Budget Families
3310,1973,2n Cycle,In_Couple,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,211,16,0,861,5,1,Lost,Budget Families
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,19,4,0,276,2,1,Lost,Budget Families
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,43,41,8,0,595,2,1,Lost,Budget Families
6720,1968,Master,In_Couple,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,46,492,17,2,441,3,1,Champions,Campaign Enthusiasts
6202,1960,Graduation,In_Couple,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,1005,26,0,817,3,1,At Risk,Affluent Regulars
2066,1949,Graduation,In_Couple,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,65,114,7,0,853,3,1,Lost,Budget Families
9799,1968,PhD,Single,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,46,1173,19,0,602,3,1,Loyal,Affluent Regulars
8318,1979,Graduation,In_Couple,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,1738,19,1,362,2,0,Champions,Affluent Regulars
5642,1979,Master,In_Couple,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,35,222,12,0,387,3,1,Lost,Budget Families
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,1127,16,0,241,1,0,Loyal,Affluent Regulars
455,1946,PhD,In_Couple,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,209,10,0,622,2,0,Lost,Budget Families
7683,1968,Master,In_Couple,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,787,23,0,309,3,1,At Risk,Affluent Regulars
3428,1991,PhD,In_Couple,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,24,0,451,2,0,Loyal,Affluent Regulars
7414,1971,Graduation,In_Couple,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,43,186,12,0,837,4,1,Lost,Budget Families
6354,1984,Graduation,In_Couple,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,30,47,6,1,852,3,1,Lost,Budget Families
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,27,5,0,737,2,1,Lost,Budget Families
8213,1980,2n Cycle,In_Couple,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,34,96,11,1,782,3,1,Lost,Budget Families
2488,1956,2n Cycle,Single,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,58,64,10,0,648,3,1,Lost,Budget Families
9999,1965,Graduation,In_Couple,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,49,1040,23,0,825,2,0,Champions,Affluent Regulars
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,40,163,13,0,503,3,1,Lost,Budget Families
615,1960,Graduation,In_Couple,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,54,343,11,0,660,2,0,Lost,Budget Families
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,59,446,24,2,435,4,1,Champions,Campaign Enthusiasts
194,1965,Graduation,In_Couple,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,49,41,5,0,205,4,1,Lost,Budget Families
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,42,70,9,1,853,2,1,Lost,Budget Families
8890,1971,PhD,Single,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,43,272,14,0,215,3,1,Lost,Budget Families
5049,1974,PhD,In_Couple,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,40,46,6,0,573,3,1,Lost,Budget Families
9973,1963,Graduation,In_Couple,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,51,490,19,0,805,4,1,Champions,Budget Families
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,32,79,8,1,774,2,1,Lost,Budget Families
10882,1976,Graduation,In_Couple,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,38,915,17,0,782,3,1,Loyal,Affluent Regulars
7030,1955,PhD,In_Couple,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,59,1485,35,1,641,3,1,Champions,Affluent Regulars
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,27,369,16,0,861,2,1,Lost,Budget Families
3523,1962,Graduation,In_Couple,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,52,1073,19,0,707,3,1,At Risk,Affluent Regulars
7106,1943,PhD,In_Couple,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,71,1242,19,0,275,2,0,Loyal,Affluent Regulars
6504,1975,2n Cycle,In_Couple,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,39,78,9,1,406,3,1,Lost,Budget Families
5067,1994,Graduation,In_Couple,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,20,1378,21,4,320,2,0,Champions,Campaign Enthusiasts
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,33,1474,26,3,677,1,0,Champions,Campaign Enthusiasts
8581,1971,Master,In_Couple,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,43,751,29,0,666,4,1,Champions,Budget Families
5929,1973,PhD,In_Couple,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,41,48,7,0,239,3,1,Lost,Budget Families
3129,1983,Graduation,In_Couple,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,45,6,0,223,3,1,Lost,Budget Families
6528,1982,Master,In_Couple,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,32,10,4,0,209,3,1,Lost,Budget Families
1361,1974,Master,In_Couple,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,40,1435,16,3,575,2,0,Champions,Campaign Enthusiasts
6932,1941,PhD,In_Couple,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,73,2119,22,1,627,2,0,At Risk,Affluent Regulars
7284,1953,Graduation,In_Couple,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,61,20,4,0,392,5,1,Lost,Budget Families
1340,1986,Graduation,In_Couple,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,28,1795,27,3,251,2,0,Champions,Campaign Enthusiasts
8746,1989,Graduation,In_Couple,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,25,1188,19,2,270,3,1,Champions,Campaign Enthusiasts
5987,1989,2n Cycle,In_Couple,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,43,7,0,241,3,1,Lost,Budget Families
3767,1968,Graduation,In_Couple,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,46,1008,24,0,615,3,1,Champions,Affluent Regulars
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,53,1688,16,5,601,1,0,Champions,Campaign Enthusiasts
4324,1989,Graduation,In_Couple,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,25,684,21,0,793,3,1,Champions,Budget Families
238,1967,2n Cycle,In_Couple,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,47,1082,39,0,707,4,1,At Risk,Affluent Regulars
6694,1964,Graduation,In_Couple,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,50,1068,25,0,401,3,1,Champions,Affluent Regulars
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,44,57,7,0,332,2,1,Lost,Budget Families
9347,1956,Master,In_Couple,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,46,5,0,558,3,1,Lost,Budget Families
9699,1966,Graduation,Single,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,48,733,23,0,375,2,1,Champions,Affluent Regulars
10664,1949,Master,Single,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,65,467,17,0,480,2,1,Champions,Budget Families
5455,1971,PhD,In_Couple,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,43,122,10,0,496,3,1,Lost,Budget Families
456,1986,2n Cycle,In_Couple,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,28,36,7,0,692,3,1,Lost,Budget Families
5012,1989,Graduation,In_Couple,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,34,5,0,545,3,1,Lost,Budget Families
7495,1948,PhD,In_Couple,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,66,156,10,0,376,3,1,Lost,Budget Families
5029,1946,Graduation,In_Couple,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,68,14,4,0,512,2,0,Lost,Budget Families
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,37,5,0,731,2,1,Lost,Budget Families
2106,1974,2n Cycle,In_Couple,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,34,5,0,289,2,0,Lost,Budget Families
10364,1959,Graduation,Single,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,55,20,4,0,536,1,0,Lost,Budget Families
5954,1972,Master,Single,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,42,192,11,0,448,2,1,Lost,Budget Families
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,50,1379,17,2,367,1,0,At Risk,Campaign Enthusiasts
2541,1976,Graduation,In_Couple,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,48,7,0,570,3,1,Lost,Budget Families
1142,1953,PhD,In_Couple,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,61,428,16,0,374,3,1,At Risk,Budget Families
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,59,868,27,0,608,2,1,Loyal,Affluent Regulars
2807,1969,Graduation,In_Couple,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,45,1001,27,0,683,3,1,Champions,Affluent Regulars
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,43,59,7,0,440,2,1,Lost,Budget Families
6131,1980,2n Cycle,In_Couple,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,34,431,16,0,395,4,1,At Risk,Affluent Regulars
6233,1976,Graduation,In_Couple,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,38,971,27,0,845,3,1,Champions,Affluent Regulars
4148,1972,Graduation,In_Couple,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,42,348,19,0,863,5,1,Lost,Budget Families
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,48,2059,24,3,837,1,0,Champions,Campaign Enthusiasts
3225,1984,Master,In_Couple,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,30,265,14,2,639,3,1,Lost,Budget Families
7540,1952,Graduation,In_Couple,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,62,270,13,0,220,3,1,Lost,Budget Families
10648,1982,2n Cycle,In_Couple,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,32,1289,19,0,827,2,0,At Risk,Affluent Regulars
1992,1964,Graduation,In_Couple,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,50,893,16,2,364,3,1,Champions,Campaign Enthusiasts
7851,1949,Graduation,Single,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,65,926,22,0,465,1,0,Loyal,Affluent Regulars
8594,1958,PhD,Single,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,56,135,9,0,337,2,1,Lost,Budget Families
7059,1963,Graduation,In_Couple,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,1495,19,1,188,2,0,Champions,Affluent Regulars
2815,1975,Graduation,In_Couple,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,39,120,9,0,310,3,1,Lost,Budget Families
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,45,1288,20,0,303,1,0,At Risk,Affluent Regulars
7999,1955,PhD,In_Couple,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,59,1743,17,3,617,2,0,Champions,Campaign Enthusiasts
9213,1970,Graduation,Single,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,44,15,4,0,791,2,1,Lost,Budget Families
9697,1951,Graduation,In_Couple,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,63,542,20,0,300,4,1,At Risk,Budget Families
3916,1971,PhD,In_Couple,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,43,890,25,0,868,3,1,At Risk,Budget Families
2021,1975,Graduation,In_Couple,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,39,1388,33,0,644,3,1,Champions,Affluent Regulars
1581,1980,Graduation,In_Couple,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,34,17,4,1,447,3,1,Lost,Budget Families
564,1981,PhD,In_Couple,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,33,906,30,2,879,3,1,At Risk,Campaign Enthusiasts
6619,1978,Graduation,In_Couple,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,36,44,6,0,728,4,1,Lost,Budget Families
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,26,25,5,0,227,2,1,Lost,Budget Families
178,1956,Graduation,In_Couple,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,58,973,26,0,681,3,1,Champions,Affluent Regulars
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,42,31,6,0,236,3,1,Lost,Budget Families
5512,1977,Master,In_Couple,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,518,17,0,222,3,1,Champions,Budget Families
8970,1972,PhD,In_Couple,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,42,530,19,0,799,3,1,At Risk,Budget Families
10581,1977,Graduation,In_Couple,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,37,506,21,0,791,3,1,Champions,Budget Families
5300,1973,Master,In_Couple,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,41,70,6,0,366,3,1,Lost,Budget Families
5154,1972,Master,Single,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,42,54,6,0,507,2,1,Lost,Budget Families
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,40,296,12,2,864,2,1,Lost,Budget Families
1676,1975,Graduation,In_Couple,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,39,266,15,0,427,3,1,Lost,Budget Families
9286,1960,Master,In_Couple,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,54,747,19,0,812,2,0,At Risk,Affluent Regulars
2426,1964,PhD,Single,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,50,895,29,1,838,1,0,Champions,Affluent Regulars
5172,1976,Master,In_Couple,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,38,1053,17,0,412,3,1,Champions,Affluent Regulars
5562,1974,Graduation,In_Couple,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,40,735,21,0,553,3,1,At Risk,Affluent Regulars
3436,1969,Graduation,In_Couple,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,45,20,5,0,339,3,1,Lost,Budget Families
3921,1952,2n Cycle,Single,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,62,205,10,0,794,1,0,Lost,Budget Families
3403,1958,PhD,In_Couple,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,56,2092,21,0,828,3,1,Champions,Affluent Regulars
22,1976,Graduation,Single,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,38,309,14,0,758,2,1,Lost,Budget Families
10965,1955,Graduation,In_Couple,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,59,1722,22,1,677,2,0,Loyal,Affluent Regulars
9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,50,900,15,0,718,2,1,Lost,Affluent Regulars
6605,1944,PhD,Single,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,70,682,20,1,399,1,0,At Risk,Affluent Regulars
3136,1962,Master,Single,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,52,663,22,0,627,2,1,At Risk,Affluent Regulars
8737,1978,Graduation,Single,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,36,43,6,0,270,2,1,Lost,Budget Families
11088,1971,PhD,In_Couple,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,43,1816,18,0,619,3,1,At Risk,Affluent Regulars
716,1949,PhD,In_Couple,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,976,27,0,223,3,1,Loyal,Affluent Regulars
466,1944,Graduation,In_Couple,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,70,746,21,0,637,2,0,Champions,Affluent Regulars
9135,1950,Graduation,In_Couple,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,64,64,6,0,877,4,1,Lost,Budget Families
10623,1961,Master,In_Couple,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,53,32,5,0,411,3,1,Lost,Budget Families
8151,1990,Basic,In_Couple,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,24,263,9,0,732,2,0,Lost,Budget Families
5140,1985,PhD,In_Couple,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,29,1445,21,0,859,3,1,Loyal,Affluent Regulars
10160,1956,Master,In_Couple,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,46,5,0,558,3,1,Lost,Budget Families
4945,1953,Graduation,Single,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,61,1210,28,0,784,1,0,Champions,Affluent Regulars
10584,1976,Graduation,In_Couple,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,38,945,24,0,394,3,1,At Risk,Affluent Regulars
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,25,1157,22,0,530,1,0,At Risk,Affluent Regulars
3386,1992,Graduation,In_Couple,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,22,137,8,0,558,2,0,Lost,Budget Families
8939,1959,Graduation,Single,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,55,730,25,0,745,2,1,Champions,Affluent Regulars
9925,1981,PhD,In_Couple,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,33,216,12,1,585,3,1,Lost,Budget Families
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,35,943,23,0,643,2,1,Champions,Affluent Regulars
5389,1964,Graduation,In_Couple,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,50,347,16,1,437,4,1,Lost,Budget Families
6036,1959,Master,In_Couple,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,1924,19,1,289,2,0,At Risk,Affluent Regulars
182,1946,PhD,In_Couple,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,68,397,17,0,599,3,1,Loyal,Budget Families
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,39,2089,22,0,626,1,0,Champions,Affluent Regulars
